파일이름	Subtitle	Machine Translation	Time	분	초
김씨네편의점_season01_01.xlsx	She is now full balloon, grown woman.	이제 풍선처럼 부풀어 오른, 어른이야.	10:33	10	33
김씨네편의점_season01_01.xlsx	She don't need you help finding boyfriend.	남자친구를 찾는데 네 도움이 필요 없어.	10:36	10	36
김씨네편의점_season01_01.xlsx	Thank you.	고마워.	10:38	10	38
김씨네편의점_season01_01.xlsx	How can she have a boyfriend when she take over store?	가게를 인수했는데 어떻게 남자친구가 있을 수 있겠어?	10:39	10	39
김씨네편의점_season01_01.xlsx	I'm not taking over the store.	제가 가게를 인수하는 게 아니에요.	10:42	10	42
김씨네편의점_season01_01.xlsx	-What's wrong with the store? -Nothing's wrong	-가게에 뭐가 문제야? -아무 문제 없어	10:43	10	43
김씨네편의점_season01_01.xlsx	-with the store but... -Then take over.	-가게에 그런데... -그럼 인수해.	10:45	10	45
김씨네편의점_season01_01.xlsx	How she can take over store when she have baby?	아기가 있는데 어떻게 가게를 인수할 수 있겠어?	10:46	10	46
김씨네편의점_season01_01.xlsx	-You have baby? -What? No!	-애기가 있어? -뭐? 없어!	10:48	10	48
김씨네편의점_season01_01.xlsx	After she marry, she have many babies.	결혼하고 나면 아기를 많이 낳을 거야.	10:50	10	50
김씨네편의점_season01_01.xlsx	Maybe we'll come back another time...	다음에 다시 올 수도 있어...	10:53	10	53
김씨네편의점_season01_01.xlsx	Let's be clear, I'm not taking over the store	확실히 해두자, 내가 가게를 인수하는 것도 아니고	10:55	10	55
김씨네편의점_season01_01.xlsx	and I'm not having many babies. Okay?	아기를 많이 낳는 것도 아니야. 알겠어?	10:58	10	58
김씨네편의점_season01_01.xlsx	The opening is now closed.	이제 문을 닫았어.	11:04	11	04
김씨네편의점_season01_01.xlsx	We have 15% gay discount only for this week.	이번 주에만 게이 할인 15%를 제공합니다.	11:11	11	11
김씨네편의점_season01_01.xlsx	It's lucky day for you.	당신에게 행운의 날이야.	11:15	11	15
김씨네편의점_season01_01.xlsx	Oh, no, no, I'm not gay.	아니야, 아니야, 나는 게이가 아니야.	11:17	11	17
김씨네편의점_season01_01.xlsx	It's okay. Sometimes, gay take time, hmm?	괜찮아. 가끔 게이는 시간이 걸리잖아, 음?	11:20	11	20
김씨네편의점_season01_01.xlsx	-Hi. -'Member me?	-안녕. -나 기억해?	11:41	11	41
김씨네편의점_season01_01.xlsx	I came for my discount. And here is my proof.	할인을 받으러 왔어요. 그리고 제 증거가 여기 있어요.	11:43	11	43
김씨네편의점_season01_01.xlsx	Hi.	안녕.	11:47	11	47
김씨네편의점_season01_01.xlsx	What's you favorite movie?	당신이 가장 좋아하는 영화는 뭐예요?	11:49	11	49
김씨네편의점_season01_01.xlsx	Um... Caddyshack.	음... 캐디 셴.	11:51	11	51
김씨네편의점_season01_01.xlsx	With Bill Murray? See? Not gay.	빌 머레이와 함께요? 봐요? 게이가 아니죠.	11:54	11	54
김씨네편의점_season01_01.xlsx	He just don't wanna give me the discount.	그는 그냥 제게 할인을 해주고 싶어하지 않아요.	11:57	11	57
김씨네편의점_season01_01.xlsx	Not gay.	게이가 아니에요.	11:58	11	58
김씨네편의점_season01_01.xlsx	Young Bill Murray was very sexy.	젊은 빌 머리는 정말 섹시했어요.	12:00	12	00
김씨네편의점_season01_01.xlsx	You're the only one who thinks that.	당신만이 그렇게 생각하는군요.	12:02	12	02
김씨네편의점_season01_01.xlsx	I know you say it was college	당신이 대학 시절이었다고 말하고	12:05	12	05
김씨네편의점_season01_01.xlsx	and you and Raquel were nothing special,	그리고 당신과 라켈은 특별한 사이가 아니었다고 말하지만,	12:07	12	07
김씨네편의점_season01_01.xlsx	but you talk about her all the time.	당신은 그녀에 대해 항상 이야기하잖아요.	12:09	12	09
김씨네편의점_season01_01.xlsx	She's a lesbian! She's a lesbian!	그녀는 레즈비언이에요! 레즈비언이에요!	12:11	12	11
김씨네편의점_season01_01.xlsx	Well, maybe you're both on that almost-gay,	음, 어쩌면 당신 둘 다 거의 게이,	12:13	12	13
김씨네편의점_season01_01.xlsx	almost-lesbian part of the spectrum.	거의 레즈비언인 스펙트럼에 있는 걸지도 모르죠.	12:15	12	15
김씨네편의점_season01_01.xlsx	Yah, spectrum.	맞아요, 스펙트럼.	12:16	12	16
김씨네편의점_season01_01.xlsx	Oh my God, how did this turn into a thing?	맙소사, 이게 어떻게 이렇게 됐지?	12:18	12	18
김씨네편의점_season01_01.xlsx	-It was nothing! -Sound like something to me.	-아무것도 아니야! -내 눈에는 뭔가로 보이는데.	12:20	12	20
김씨네편의점_season01_01.xlsx	Hey, man, can you pull up that Toyota Corolla	야, 친구, 그 토요타 코롤라	12:25	12	25
김씨네편의점_season01_01.xlsx	one more time...	한 번 더 보여줄 수 있니...	12:26	12	26
김씨네편의점_season01_01.xlsx	-Umma? -Jung, we have to talk.	-엄마? -정아, 얘기해야 해.	12:28	12	28
김씨네편의점_season01_01.xlsx	Umma, where are you... Umma, you can't go in there. UMMA: Close door.	엄마, 어디 계세요... 엄마, 저기 들어갈 수 없어요. 엄마: 문 닫아.	12:31	12	31
김씨네편의점_season01_01.xlsx	Umma, I'm not closing the door.	엄마, 문 안 닫아요.	12:35	12	35
김씨네편의점_season01_01.xlsx	This is my manager's office.	이건 우리 매니저 사무실이에요.	12:36	12	36
김씨네편의점_season01_01.xlsx	-It's a family emergency. -Is everyone okay?	-가족 비상사태예요. -다들 괜찮아요?	12:37	12	37
김씨네편의점_season01_01.xlsx	-No, it's Janet. -What happened?	-아니요, 제인이에요. -무슨 일이에요?	12:40	12	40
김씨네편의점_season01_01.xlsx	She is going to die...	그녀는 죽을 거예요...	12:43	12	43
김씨네편의점_season01_01.xlsx	-...alone. -(SIGHS)	-...혼자서. -(한숨)	12:46	12	46
김씨네편의점_season01_01.xlsx	Umma, Janet being single is not a crisis.	엄마, 제인이 혼자라는 게 위기는 아니에요.	12:48	12	48
김씨네편의점_season01_01.xlsx	No, she stop listen to me.	아니, 그녀는 이제 내 말을 안 들어요.	12:50	12	50
김씨네편의점_season01_01.xlsx	-You have to talk to her. -No, I don't.	-그녀에게 얘기해야 해. -싫어, 난 안 해.	12:52	12	52
김씨네편의점_season01_01.xlsx	And you need to back off.	그리고 당신은 물러서야 해.	12:54	12	54
김씨네편의점_season01_01.xlsx	-But Janet... -Janet is 20 years old.	-하지만 제인은... -제인은 20살이야.	12:56	12	56
김씨네편의점_season01_01.xlsx	She can figure this out on her own.	그녀는 스스로 해결할 수 있을 거예요.	12:58	12	58
김씨네편의점_season01_01.xlsx	All you're doing is pushing her away.	당신이 하는 일은 그녀를 밀어내는 것뿐이에요.	13:00	13	00
김씨네편의점_season01_01.xlsx	Then what? Not do anything...	그러면 뭘? 아무것도 안...	13:05	13	05
김씨네편의점_season01_01.xlsx	-Hello, excuse me... -UMMA: We is here first.	-저기요, 실례합니다... -엄마: 저희가 먼저 왔어요.	13:07	13	07
김씨네편의점_season01_01.xlsx	-Sorry. -Umma, no. That's my boss.	-죄송합니다. -엄마, 안 돼. 그건 내 상사야.	13:10	13	10
김씨네편의점_season01_01.xlsx	I am his mommy. Please excuse, thank you.	저는 그의 엄마예요. 실례할게요, 감사합니다.	13:12	13	12
김씨네편의점_season01_01.xlsx	Okay, I just need my insulin.	잠깐만, 제 인슐린이 필요해요.	13:14	13	14
김씨네편의점_season01_01.xlsx	Five more minute, please.	5분만 더 주세요.	13:16	13	16
김씨네편의점_season01_01.xlsx	Okay, I'll just have an orange.	좋아요, 그럼 오렌지 하나 먹을게요.	13:19	13	19
김씨네편의점_season01_01.xlsx	-THERESE: Hi. -Hi.	-테레즈: 안녕하세요. -안녕하세요.	13:26	13	26
김씨네편의점_season01_01.xlsx	I can't find the price on this.	이것의 가격을 찾을 수 없어요.	13:29	13	29
김씨네편의점_season01_01.xlsx	-How much is it? -APPA: Uh, regular $4.99,	-얼마예요? -아빠: 음, 정가는 4.99달러,	13:30	13	30
김씨네편의점_season01_01.xlsx	but this week, we have a discount only for the uh...	하지만 이번 주에는 uh...에만 할인을 해요.	13:33	13	33
김씨네편의점_season01_01.xlsx	(DEEP VOICE) Come again?	(낮은 목소리) 다시 말씀해 주시겠어요?	13:39	13	39
김씨네편의점_season01_01.xlsx	You is what kind, trans, uh, gender?	어떤 종류의 트랜스, uh, 젠더예요?	13:40	13	40
김씨네편의점_season01_01.xlsx	I'm a drag queen.	저는 드래그 퀸이에요.	13:44	13	44
김씨네편의점_season01_01.xlsx	Oh, you is man who dress like girl?	오, 당신은 여자처럼 옷을 입는 남자예요?	13:46	13	46
김씨네편의점_season01_01.xlsx	A woman. Yeah. Why?	여자에요. 응. 왜?	13:49	13	49
김씨네편의점_season01_01.xlsx	Why you do like this?	왜 이렇게 하나요?	13:53	13	53
김씨네편의점_season01_01.xlsx	It feels like me. Feels like home. Always has.	제 모습 같아요. 제 집 같아요. 항상 그래왔어요.	14:00	14	00
김씨네편의점_season01_01.xlsx	-I'm Therese. -I am Mr. Kim.	-저는 테레즈예요. -저는 김 선생님이에요.	14:07	14	07
김씨네편의점_season01_01.xlsx	I think I'll just pick up a few more things.	몇 가지 더 가져올게요.	14:10	14	10
김씨네편의점_season01_01.xlsx	-Okay. -Mmm.	-알았어요. -음.	14:12	14	12
김씨네편의점_season01_01.xlsx	-Where you coming from? -Church. Oh, I think there is steal.	-어디서 오셨어요? -교회에서요. 아, 도둑맞은 것 같아요.	14:15	14	15
김씨네편의점_season01_01.xlsx	-Steal? -Yah, money is missing. Check.	-도둑맞았어요? -네, 돈이 사라졌어요. 확인해 보세요.	14:21	14	21
김씨네편의점_season01_01.xlsx	Hi Janet, are you hungry?	제인, 배고파?	14:41	14	41
김씨네편의점_season01_01.xlsx	Do you want galbijim, I can make your favorite... Stop.	갈비찜 먹고 싶어요? 당신이 제일 좋아하는 걸로 만들어 드릴 수 있어요... 그만.	14:45	14	45
김씨네편의점_season01_01.xlsx	When you get car?	차 언제 가져와?	14:50	14	50
김씨네편의점_season01_01.xlsx	When you didn't let me take the van. It's a rental.	당신이 내가 밴을 빌려가게 안 뒀잖아요. 렌트예요.	14:52	14	52
김씨네편의점_season01_01.xlsx	Where you get money for rental?	렌트비는 어떻게 냈어요?	14:54	14	54
김씨네편의점_season01_01.xlsx	I got a discount from a friend.	친구한테 할인받았어요.	14:56	14	56
김씨네편의점_season01_01.xlsx	-APPA: What friend? -Um... it's...	-아빠: 누구 친구? -음...	14:58	14	58
김씨네편의점_season01_01.xlsx	Money is missing from store. Do you know what happen?	가게에서 돈이 사라졌어요. 무슨 일이 있었는지 아세요?	15:03	15	03
김씨네편의점_season01_01.xlsx	Are you serious, Appa?	진짜요, 아빠?	15:07	15	07
김씨네편의점_season01_01.xlsx	Are you seriously accusing me of stealing money from you?	정말로 제가 아빠 돈을 훔쳤다고 의심하는 거예요?	15:09	15	09
김씨네편의점_season01_01.xlsx	-No. No one is accuse, just... JANET: I can't even...	-아니요. 누구도 당신을 비난하는 게 아니에요, 그냥... 제인: 너무 황당해서...	15:13	15	13
김씨네편의점_season01_01.xlsx	-Sorry. -Oh, don't worry about me.	-미안해. -걱정하지 마.	15:21	15	21
김씨네편의점_season01_01.xlsx	Family's family.	가족은 가족이야.	15:23	15	23
김씨네편의점_season01_01.xlsx	$22.95...	$22.95...	15:26	15	26
김씨네편의점_season01_01.xlsx	Minus 15%,	15% 할인,	15:28	15	28
김씨네편의점_season01_01.xlsx	gay discount.	게이 할인.	15:30	15	30
김씨네편의점_season01_01.xlsx	(SCOFFS) A gay discount?	(비웃음) 게이 할인을?	15:32	15	32
김씨네편의점_season01_01.xlsx	Well, thank you very much.	정말 고맙네.	15:34	15	34
김씨네편의점_season01_01.xlsx	Very nice meeting you, Mr. Kim.	김 선생님, 만나서 반가웠어요.	15:37	15	37
김씨네편의점_season01_01.xlsx	Okay, see you.	잘 가.	15:39	15	39
김씨네편의점_season01_01.xlsx	Ow! What, he is not woman.	으악! 뭐, 그는 여자 아니야.	15:43	15	43
김씨네편의점_season01_01.xlsx	Gay discount is missing money.	게이 할인이 돈이 사라진 거야.	15:46	15	46
김씨네편의점_season01_01.xlsx	You have to tell Janet sorry. For saying she is steal.	네가 그녀에게 도둑이라고 말했으니 사과해야 해.	15:52	15	52
김씨네편의점_season01_01.xlsx	I never say she is steal.	나는 그녀가 도둑이라고 말한 적 없어.	15:54	15	54
김씨네편의점_season01_01.xlsx	You make her think you think she is steal.	네가 그녀를 생각하게 만들었어, 네가 그녀가 도둑이라고 생각한다고.	15:56	15	56
김씨네편의점_season01_01.xlsx	No, I make her think I think money missing.	아니, 내가 그녀를 생각하게 만들었어, 돈이 사라졌다고.	15:58	15	58
김씨네편의점_season01_01.xlsx	I never think she is steal.	나는 그녀가 도둑이라고 생각한 적 없어.	16:01	16	01
김씨네편의점_season01_01.xlsx	I wonder but never think.	나는 궁금했지만 생각한 적 없어.	16:03	16	03
김씨네편의점_season01_01.xlsx	-Big difference. -No difference.	-큰 차이야. -차이 없어.	16:05	16	05
김씨네편의점_season01_01.xlsx	I wonder if you is crazy,	네가 미쳤는지 궁금하네,	16:08	16	08
김씨네편의점_season01_01.xlsx	doesn't mean I think you is crazy.	그게 내가 널 미쳤다고 생각하는 건 아니야.	16:09	16	09
김씨네편의점_season01_01.xlsx	Appa, we is pushing her away like Jung!	아빠, 우리는 정이 그랬듯이 그녀를 밀어내고 있어!	16:11	16	11
김씨네편의점_season01_01.xlsx	We not wonder if he is steal, we know he is steal! (UMMA SHRIEKS)	우리는 그가 훔쳤는지 궁금해하지 않아, 그는 훔쳤어! (엄마 비명)	16:14	16	14
김씨네편의점_season01_01.xlsx	-(KNOCK ON DOOR) -UMMA: Janet, Janet.	-(노크 소리) -엄마: 제인, 제인.	16:24	16	24
김씨네편의점_season01_01.xlsx	Now she is runaway.	이제 그녀는 도망쳤어.	16:28	16	28
김씨네편의점_season01_01.xlsx	JANET: I didn't run away. Leave me alone.	제인: 난 도망치지 않았어. 날 혼자 내버려 둬.	16:30	16	30
김씨네편의점_season01_01.xlsx	-Okay. -Appa.	-알았어. -아빠.	16:32	16	32
김씨네편의점_season01_01.xlsx	Appa have something to say.	아빠가 할 말이 있어.	16:35	16	35
김씨네편의점_season01_01.xlsx	Say you is sorry.	미안하다고 말해.	16:36	16	36
김씨네편의점_season01_01.xlsx	APPA: I don't need to say sorry.	아빠: 내가 미안하다고 말할 필요 없어.	16:38	16	38
김씨네편의점_season01_01.xlsx	Nobody steal nothing.	아무도 아무것도 훔치지 않았어.	16:39	16	39
김씨네편의점_season01_01.xlsx	-But you thought I did. -No, I wonder if you do.	-하지만 네가 그랬다고 생각했잖아. -아니, 네가 그랬는지 궁금해.	16:41	16	41
김씨네편의점_season01_01.xlsx	JANET: I'm not Jung.	제인: 나는 정이 아니야.	16:45	16	45
김씨네편의점_season01_01.xlsx	APPA: Why we talking about him?	아빠: 왜 그를 이야기하고 있어?	16:48	16	48
김씨네편의점_season01_01.xlsx	This is not about Jung.	이건 그에 대한 게 아니야.	16:50	16	50
김씨네편의점_season01_01.xlsx	I didn't steal anything,	나는 아무것도 훔치지 않았어,	16:52	16	52
김씨네편의점_season01_01.xlsx	but I'm the one being punished.	하지만 내가 벌을 받고 있어.	16:53	16	53
김씨네편의점_season01_01.xlsx	APPA: I not punish. I just talking.	아버지: 제가 벌을 주는 게 아니에요. 그냥 이야기하고 있을 뿐이에요.	16:55	16	55
김씨네편의점_season01_01.xlsx	You're talking to the wrong person.	잘못된 사람한테 이야기하고 계세요.	16:59	16	59
김씨네편의점_season01_01.xlsx	APPA: I'm talking to you,	아버지: 당신한테 이야기하고 있어요,	17:02	17	02
김씨네편의점_season01_01.xlsx	I'm talking to Umma, I'm talking to door.	엄마한테 이야기하고 있어요, 문한테 이야기하고 있어요.	17:04	17	04
김씨네편의점_season01_01.xlsx	UMMA: Janet, we is sorry.	엄마: 재닛, 우리는 미안해요.	17:06	17	06
김씨네편의점_season01_01.xlsx	And who you hook around with is up to you.	그리고 누구랑 어울리는지는 당신 마음이에요.	17:09	17	09
